#frame,fps
845,362.96
846,337.3714
847,352.6724
848,371.2953
849,358.6393
850,361.2606
851,350.7509
852,363.2066
853,365.7392
854,347.2922
855,360.9616
856,355.7453
857,334.6676
858,334.659
859,313.3024
860,326.5249
861,337.5894
862,342.2172
863,357.6949
864,375.7406
865,376.0304
866,355.0514
867,367.5492
868,349.2264
869,341.5645
870,323.9565
871,339.9787
872,337.1164
873,338.9519
874,352.5429
875,365.5959
876,381.0678
877,367.1821
878,375.5685
879,369.4949
880,359.2164
881,372.5958
882,373.4302
883,373.73
884,361.2044
885,338.5705
886,336.2526
887,337.3421
888,339.7242
889,352.134
890,359.2128
891,369.1946
892,368.7549
893,367.8816
894,362.6685
895,368.9308
896,367.4361
897,365.1826
898,361.4166
899,359.6888
900,354.9317
901,367.0454
902,365.6504
903,352.1601
904,333.8947
905,321.8197
906,338.5049
907,341.6478
908,339.5538
909,355.5445
910,367.6702
911,376.1441
912,366.5447
913,370.6597
914,367.4899
915,347.7563
916,362.4293
917,344.8534
918,342.3866
919,324.6271
920,328.8315
921,334.4756
922,336.8627
923,352.8903
924,368.8134
925,377.9692
926,348.8823
927,363.8287
928,368.6742
929,357.2424
930,368.8543
931,366.251
932,353.3755
933,338.3584
934,321.8869
935,337.7724
936,325.9064
937,336.0329
938,351.3655
939,368.9226
940,363.2908
941,375.7259
942,373.0351
943,354.4023
944,363.9558
945,369.3734
946,356.8728
947,340.8796
948,334.7697
949,339.3655
950,326.8297
951,340.6786
952,354.1808
953,371.6996
954,364.166
955,379.9002
956,375.5934
957,361.6155
958,371.1841
959,366.1618
960,362.4555
961,374.4444
962,360.5733
963,350.0708
964,361.8195
965,362.8753
966,348.1165
967,333.1811
968,322.0421
969,335.8967
970,336.0063
971,351.4801
972,368.3417
973,372.7972
974,350.0664
975,364.668
976,371.6369
977,371.717
978,370.5245
979,365.2729
980,343.6425
981,359.584
982,363.5396
983,364.7533
984,359.8998
985,343.6561
986,356.4342
987,359.0703
988,350.5103
989,364.5597
990,361.2754
991,355.3667
992,361.3559
993,362.315
994,353.8712
995,351.2336
996,357.1726
997,342.9026
998,347.386
999,352.7787

